id	date	value
4n23w	2009-01-02	28.25
4n23w	2009-01-03	28.29
4n23w	2009-01-04	28.44
4n23w	2009-01-05	28.42
4n23w	2009-01-06	28.12
4n23w	2009-01-07	28.06
4n23w	2009-01-08	27.98
4n23w	2009-01-09	27.96
4n23w	2009-01-10	27.74
4n23w	2009-01-11	27.57
4n23w	2009-01-12	27.64
4n23w	2009-01-13	27.6
4n23w	2009-01-14	27.6
4n23w	2009-01-15	27.71
4n23w	2009-01-16	27.79
4n23w	2009-01-17	27.68
4n23w	2009-01-18	27.58
4n23w	2009-01-19	27.53
4n23w	2009-01-20	27.33
4n23w	2009-01-21	27.18
4n23w	2009-01-22	27.16
4n23w	2009-01-23	27.14
4n23w	2009-01-24	27.17
4n23w	2009-01-25	27.22
4n23w	2009-01-26	27.21
4n23w	2009-01-27	27.19
4n23w	2009-01-28	27.17
4n23w	2009-01-29	27.13
4n23w	2009-01-30	27.17
4n23w	2009-01-31	27.18
4n23w	2009-02-01	27.25
4n23w	2009-02-02	27.21
4n23w	2009-02-03	27.23
4n23w	2009-02-04	27.27
4n23w	2009-02-05	27.24
4n23w	2009-02-06	27.24
4n23w	2009-02-07	27.24
4n23w	2009-02-08	27.27
4n23w	2009-02-09	27.34
4n23w	2009-02-10	27.27
4n23w	2009-02-11	27.34
4n23w	2009-02-12	27.39
4n23w	2009-02-13	27.4
4n23w	2009-02-14	27.36
4n23w	2009-02-15	27.42
4n23w	2009-02-16	27.3
4n23w	2009-02-17	27.22
4n23w	2009-02-18	27.22
4n23w	2009-02-19	27.45
4n23w	2009-02-20	27.64
4n23w	2009-02-21	27.68
4n23w	2009-02-22	27.67
4n23w	2009-02-23	27.73
4n23w	2009-02-24	27.67
4n23w	2009-02-25	27.59
4n23w	2009-02-26	27.57
4n23w	2009-02-27	27.51
4n23w	2009-02-28	27.48
4n23w	2009-03-01	27.5
4n23w	2009-03-02	27.54
4n23w	2009-03-03	27.52
4n23w	2009-03-04	27.42
4n23w	2009-03-05	27.42
4n23w	2009-03-06	27.38
4n23w	2009-03-07	27.39
4n23w	2009-03-08	27.45
4n23w	2009-03-09	27.48
4n23w	2009-03-10	27.49
4n23w	2009-03-11	27.43
4n23w	2009-03-12	27.51
4n23w	2009-03-13	27.43
4n23w	2009-03-14	27.46
4n23w	2009-03-15	27.48
4n23w	2009-03-16	27.37
4n23w	2009-03-17	27.44
4n23w	2009-03-18	27.47
4n23w	2009-03-19	27.45
4n23w	2009-03-20	27.37
4n23w	2009-03-21	27.39
4n23w	2009-03-22	27.49
4n23w	2009-03-23	27.47
4n23w	2009-03-24	27.4
4n23w	2009-03-25	27.26
4n23w	2009-03-26	27.24
4n23w	2009-03-27	27.26
4n23w	2009-03-28	27.32
4n23w	2009-03-29	27.34
4n23w	2009-03-30	27.29
4n23w	2009-03-31	27.11
4n23w	2009-04-01	26.98
4n23w	2009-04-02	27.00
4n23w	2009-04-03	27.02
4n23w	2009-04-04	27.13
4n23w	2009-04-05	27.35
4n23w	2009-04-06	27.49
4n23w	2009-04-07	27.39
4n23w	2009-04-08	27.38
4n23w	2009-04-09	27.22
4n23w	2009-04-10	27.11
4n23w	2009-04-11	27.03
4n23w	2009-04-12	27.14
4n23w	2009-04-13	27.14
4n23w	2009-04-14	26.92
4n23w	2009-04-15	26.75
4n23w	2009-04-16	26.59
4n23w	2009-04-17	26.35
4n23w	2009-04-18	25.84
4n23w	2009-04-19	25.65
4n23w	2009-04-20	25.84
4n23w	2009-04-21	26.07
4n23w	2009-04-22	25.9
4n23w	2009-04-23	25.59
4n23w	2009-04-24	25.58
4n23w	2009-04-25	25.89
4n23w	2009-04-26	25.95
4n23w	2009-04-27	26.35
4n23w	2009-04-28	26.21
4n23w	2009-04-29	26.51
4n23w	2009-04-30	26.37
4n23w	2009-05-01	26.22
4n23w	2009-05-02	26.44
4n23w	2009-05-03	27.04
4n23w	2009-05-04	27.1
4n23w	2009-05-05	26.67
4n23w	2009-05-06	26.64
4n23w	2009-05-07	27.07
4n23w	2009-05-08	27.58
4n23w	2009-05-09	27.63
4n23w	2009-05-10	27.53
4n23w	2009-05-11	27.65
4n23w	2009-05-12	27.55
4n23w	2009-05-13	27.52
4n23w	2009-05-14	27.97
4n23w	2009-05-15	27.95
4n23w	2009-05-16	27.79
4n23w	2009-05-17	27.83
4n23w	2009-05-18	27.86
4n23w	2009-05-19	28.05
4n23w	2009-05-20	28.15
4n23w	2009-05-21	28.5
4n23w	2009-05-22	28.44
4n23w	2009-05-23	28.63
4n23w	2009-05-24	28.59
4n23w	2009-05-25	28.78
4n23w	2009-05-26	28.93
4n23w	2009-05-27	28.58
4n23w	2009-05-28	28.4
4n23w	2009-05-29	28.15
4n23w	2009-05-30	28.11
4n23w	2009-05-31	28.09
4n23w	2009-06-01	28.18
4n23w	2009-06-02	28.37
4n23w	2009-06-03	28.79
4n23w	2009-06-04	29.04
4n23w	2009-06-05	28.86
4n23w	2009-06-06	28.85
4n23w	2009-06-07	28.65
4n23w	2009-06-08	28.49
4n23w	2009-06-09	28.46
4n23w	2009-06-10	28.44
4n23w	2009-06-11	28.31
4n23w	2009-06-12	28.05
4n23w	2009-06-13	28.23
4n23w	2009-06-14	28.17
4n23w	2009-06-15	28.23
4n23w	2009-06-16	28.38
4n23w	2009-06-17	28.51
4n23w	2009-06-18	28.49
4n23w	2009-06-19	28.12
4n23w	2009-06-20	28.05
4n23w	2009-06-21	27.84
4n23w	2009-06-22	27.59
4n23w	2009-06-23	27.6
4n23w	2009-06-24	27.04
4n23w	2009-06-25	26.34
4n23w	2009-06-26	27.01
4n23w	2009-06-27	27.14
4n23w	2009-06-28	27.62
4n23w	2009-06-29	27.94
4n23w	2009-06-30	27.86
4n23w	2009-07-01	27.8
4n23w	2009-07-02	27.78
4n23w	2009-07-03	27.78
4n23w	2009-07-04	27.69
4n23w	2009-07-05	27.59
4n23w	2009-07-06	27.47
4n23w	2009-07-07	27.4
4n23w	2009-07-08	27.59
4n23w	2009-07-09	27.54
4n23w	2009-07-10	27.42
4n23w	2009-07-11	27.31
4n23w	2009-07-12	27.15
4n23w	2009-07-13	27.1
4n23w	2009-07-14	27.13
4n23w	2009-07-15	27.35
4n23w	2009-07-16	27.42
4n23w	2009-07-17	27.69
4n23w	2009-07-18	27.97
4n23w	2009-07-19	27.91
4n23w	2009-07-20	27.64
4n23w	2009-07-21	27.38
4n23w	2009-07-22	27.26
4n23w	2009-07-23	27.17
4n23w	2009-07-24	26.79
4n23w	2009-07-25	25.78
4n23w	2009-07-26	25.87
4n23w	2009-07-27	26.02
4n23w	2009-07-28	26.1
4n23w	2009-07-29	26.23
4n23w	2009-07-30	26.32
4n23w	2009-07-31	26.3
4n23w	2009-08-01	26.27
4n23w	2009-08-02	26.2
4n23w	2009-08-03	26.16
4n23w	2009-08-04	26.19
4n23w	2009-08-05	26.15
4n23w	2009-08-06	26.17
4n23w	2009-08-07	27.09
4n23w	2009-08-08	27.39
4n23w	2009-08-09	27.36
4n23w	2009-08-10	27.43
4n23w	2009-08-11	27.4
4n23w	2009-08-12	27.35
4n23w	2009-08-13	27.31
4n23w	2009-08-14	27.3
4n23w	2009-08-15	27.33
4n23w	2009-08-16	27.29
4n23w	2009-08-17	27.12
4n23w	2009-08-18	26.91
4n23w	2009-08-19	26.73
4n23w	2009-08-20	26.68
4n23w	2009-08-21	26.59
4n23w	2009-08-22	26.57
4n23w	2009-08-23	26.55
4n23w	2009-08-24	25.68
4n23w	2009-08-25	25.52
4n23w	2009-08-26	25.77
4n23w	2009-08-27	25.69
4n23w	2009-08-28	25.67
4n23w	2009-08-29	26.14
4n23w	2009-08-30	26.45
4n23w	2009-08-31	26.37
4n23w	2009-09-01	26.03
4n23w	2009-09-02	25.83
4n23w	2009-09-03	24.77
4n23w	2009-09-04	24.8
4n23w	2009-09-05	25.39
4n23w	2009-09-06	25.43
4n23w	2009-09-07	25.38
